id,url,name,tel,address,city,state,zip,neighborhood,built,units,stories,management,rating,num_ratings,unit_no,unit_beds,unit_baths,unit_price,unit_sqft,unit_avail
wrvv8zl,https://www.apartments.com/high-point-commons-apartments-madison-wi/wrvv8zl/,High Point Commons Apartments,608-602-4239,477 S High Point Rd,Madison,WI,53719,West Madison,1987,288,2,west madison apartments,4.3,21.0,7766RD,2,1.0,1495.0,980,2025-11-08
wrvv8zl,https://www.apartments.com/high-point-commons-apartments-madison-wi/wrvv8zl/,High Point Commons Apartments,608-602-4239,477 S High Point Rd,Madison,WI,53719,West Madison,1987,288,2,west madison apartments,4.3,21.0,7717CB,2,1.0,1625.0,965,2025-11-08
wrvv8zl,https://www.apartments.com/high-point-commons-apartments-madison-wi/wrvv8zl/,High Point Commons Apartments,608-602-4239,477 S High Point Rd,Madison,WI,53719,West Madison,1987,288,2,west madison apartments,4.3,21.0,7740CG,2,1.0,1675.0,980,2025-11-08
wrvv8zl,https://www.apartments.com/high-point-commons-apartments-madison-wi/wrvv8zl/,High Point Commons Apartments,608-602-4239,477 S High Point Rd,Madison,WI,53719,West Madison,1987,288,2,west madison apartments,4.3,21.0,7549CA,2,1.0,1600.0,980,
wrvv8zl,https://www.apartments.com/high-point-commons-apartments-madison-wi/wrvv8zl/,High Point Commons Apartments,608-602-4239,477 S High Point Rd,Madison,WI,53719,West Madison,1987,288,2,west madison apartments,4.3,21.0,7726RC,2,1.0,1650.0,1008,
wrvv8zl,https://www.apartments.com/high-point-commons-apartments-madison-wi/wrvv8zl/,High Point Commons Apartments,608-602-4239,477 S High Point Rd,Madison,WI,53719,West Madison,1987,288,2,west madison apartments,4.3,21.0,7742RB,2,1.0,1695.0,965,
wrvv8zl,https://www.apartments.com/high-point-commons-apartments-madison-wi/wrvv8zl/,High Point Commons Apartments,608-602-4239,477 S High Point Rd,Madison,WI,53719,West Madison,1987,288,2,west madison apartments,4.3,21.0,7502CA,2,1.0,1600.0,980,
wrvv8zl,https://www.apartments.com/high-point-commons-apartments-madison-wi/wrvv8zl/,High Point Commons Apartments,608-602-4239,477 S High Point Rd,Madison,WI,53719,West Madison,1987,288,2,west madison apartments,4.3,21.0,7649CA,2,1.0,1615.0,950,2025-11-08
wrvv8zl,https://www.apartments.com/high-point-commons-apartments-madison-wi/wrvv8zl/,High Point Commons Apartments,608-602-4239,477 S High Point Rd,Madison,WI,53719,West Madison,1987,288,2,west madison apartments,4.3,21.0,7705CD,2,1.0,1650.0,1000,2025-11-08
wrvv8zl,https://www.apartments.com/high-point-commons-apartments-madison-wi/wrvv8zl/,High Point Commons Apartments,608-602-4239,477 S High Point Rd,Madison,WI,53719,West Madison,1987,288,2,west madison apartments,4.3,21.0,7709CA,2,1.0,2350.0,950,2025-11-08
