id,url,name,tel,address,city,state,zip,neighborhood,built,units,stories,management,unit_no,unit_beds,unit_baths,unit_price,unit_sqft,unit_avail
28csl98,https://www.apartments.com/esker-apartments-madison-wi/28csl98/,Esker Apartments,608-909-6085,2850 Bedrock Ln,Madison,WI,53719,West Madison,2021,202,3,tr mckenzie inc,10-209,1,1.0,1800.0,868,2025-09-15
28csl98,https://www.apartments.com/esker-apartments-madison-wi/28csl98/,Esker Apartments,608-909-6085,2850 Bedrock Ln,Madison,WI,53719,West Madison,2021,202,3,tr mckenzie inc,2850-319,2,2.0,2150.0,1113,2025-09-15
28csl98,https://www.apartments.com/esker-apartments-madison-wi/28csl98/,Esker Apartments,608-909-6085,2850 Bedrock Ln,Madison,WI,53719,West Madison,2021,202,3,tr mckenzie inc,10-118,2,2.0,2150.0,1113,2025-09-15
28csl98,https://www.apartments.com/esker-apartments-madison-wi/28csl98/,Esker Apartments,608-909-6085,2850 Bedrock Ln,Madison,WI,53719,West Madison,2021,202,3,tr mckenzie inc,2-306,2,2.0,2150.0,1299,2025-09-15
y6st30v,https://www.apartments.com/revelry-madison-wi/y6st30v/,Revelry,608-975-3704,7449 Weekend Way,Madison,WI,53719,West Madison,2024,191,5,saturday properties,345,0,1.0,1533.0,509,2025-09-26
y6st30v,https://www.apartments.com/revelry-madison-wi/y6st30v/,Revelry,608-975-3704,7449 Weekend Way,Madison,WI,53719,West Madison,2024,191,5,saturday properties,315,0,1.0,1405.0,449,2025-10-04
y6st30v,https://www.apartments.com/revelry-madison-wi/y6st30v/,Revelry,608-975-3704,7449 Weekend Way,Madison,WI,53719,West Madison,2024,191,5,saturday properties,505,1,1.0,1615.0,547,2025-09-15
y6st30v,https://www.apartments.com/revelry-madison-wi/y6st30v/,Revelry,608-975-3704,7449 Weekend Way,Madison,WI,53719,West Madison,2024,191,5,saturday properties,534,1,1.0,1634.0,547,2025-09-15
y6st30v,https://www.apartments.com/revelry-madison-wi/y6st30v/,Revelry,608-975-3704,7449 Weekend Way,Madison,WI,53719,West Madison,2024,191,5,saturday properties,105,1,1.0,1645.0,547,2025-11-21
y6st30v,https://www.apartments.com/revelry-madison-wi/y6st30v/,Revelry,608-975-3704,7449 Weekend Way,Madison,WI,53719,West Madison,2024,191,5,saturday properties,516,1,1.0,1920.0,702,2025-09-15
y6st30v,https://www.apartments.com/revelry-madison-wi/y6st30v/,Revelry,608-975-3704,7449 Weekend Way,Madison,WI,53719,West Madison,2024,191,5,saturday properties,544,1,1.0,1869.0,657,2025-09-15
y6st30v,https://www.apartments.com/revelry-madison-wi/y6st30v/,Revelry,608-975-3704,7449 Weekend Way,Madison,WI,53719,West Madison,2024,191,5,saturday properties,226,2,2.0,2317.0,1047,2025-09-15
y6st30v,https://www.apartments.com/revelry-madison-wi/y6st30v/,Revelry,608-975-3704,7449 Weekend Way,Madison,WI,53719,West Madison,2024,191,5,saturday properties,435,2,2.0,2387.0,1047,2025-09-15
y6st30v,https://www.apartments.com/revelry-madison-wi/y6st30v/,Revelry,608-975-3704,7449 Weekend Way,Madison,WI,53719,West Madison,2024,191,5,saturday properties,524,2,2.0,2513.0,1047,2025-09-15
y6st30v,https://www.apartments.com/revelry-madison-wi/y6st30v/,Revelry,608-975-3704,7449 Weekend Way,Madison,WI,53719,West Madison,2024,191,5,saturday properties,535,2,2.0,2573.0,1047,2025-09-15
y6st30v,https://www.apartments.com/revelry-madison-wi/y6st30v/,Revelry,608-975-3704,7449 Weekend Way,Madison,WI,53719,West Madison,2024,191,5,saturday properties,441,3,2.0,3101.0,1321,2025-12-09
