id,url,name,tel,address,city,state,zip,neighborhood,built,units,stories,management,rating,num_ratings,unit_no,unit_beds,unit_baths,unit_price,unit_sqft,unit_avail
wrvv8zl,https://www.apartments.com/high-point-commons-apartments-madison-wi/wrvv8zl/,High Point Commons Apartments,608-602-4239,477 S High Point Rd,Madison,WI,53719,West Madison,1987.0,288,2,west madison apartments,4.3,21.0,7766RD,2,1.0,1495.0,980,2025-11-08
wrvv8zl,https://www.apartments.com/high-point-commons-apartments-madison-wi/wrvv8zl/,High Point Commons Apartments,608-602-4239,477 S High Point Rd,Madison,WI,53719,West Madison,1987.0,288,2,west madison apartments,4.3,21.0,7717CB,2,1.0,1625.0,965,2025-11-08
wrvv8zl,https://www.apartments.com/high-point-commons-apartments-madison-wi/wrvv8zl/,High Point Commons Apartments,608-602-4239,477 S High Point Rd,Madison,WI,53719,West Madison,1987.0,288,2,west madison apartments,4.3,21.0,7740CG,2,1.0,1675.0,980,2025-11-08
wrvv8zl,https://www.apartments.com/high-point-commons-apartments-madison-wi/wrvv8zl/,High Point Commons Apartments,608-602-4239,477 S High Point Rd,Madison,WI,53719,West Madison,1987.0,288,2,west madison apartments,4.3,21.0,7649CA,2,1.0,1615.0,950,2025-11-08
wrvv8zl,https://www.apartments.com/high-point-commons-apartments-madison-wi/wrvv8zl/,High Point Commons Apartments,608-602-4239,477 S High Point Rd,Madison,WI,53719,West Madison,1987.0,288,2,west madison apartments,4.3,21.0,7705CD,2,1.0,1650.0,1000,2025-11-08
wrvv8zl,https://www.apartments.com/high-point-commons-apartments-madison-wi/wrvv8zl/,High Point Commons Apartments,608-602-4239,477 S High Point Rd,Madison,WI,53719,West Madison,1987.0,288,2,west madison apartments,4.3,21.0,7709CA,2,1.0,2350.0,950,2025-11-08
wrvv8zl,https://www.apartments.com/high-point-commons-apartments-madison-wi/wrvv8zl/,High Point Commons Apartments,608-602-4239,477 S High Point Rd,Madison,WI,53719,West Madison,1987.0,288,2,west madison apartments,4.3,21.0,7601RC,2,1.0,1625.0,970,2025-11-08
wrvv8zl,https://www.apartments.com/high-point-commons-apartments-madison-wi/wrvv8zl/,High Point Commons Apartments,608-602-4239,477 S High Point Rd,Madison,WI,53719,West Madison,1987.0,288,2,west madison apartments,4.3,21.0,7657CA,2,2.0,1625.0,950,2025-11-08
wrvv8zl,https://www.apartments.com/high-point-commons-apartments-madison-wi/wrvv8zl/,High Point Commons Apartments,608-602-4239,477 S High Point Rd,Madison,WI,53719,West Madison,1987.0,288,2,west madison apartments,4.3,21.0,7657CB,2,2.0,1695.0,950,2025-11-08
wrvv8zl,https://www.apartments.com/high-point-commons-apartments-madison-wi/wrvv8zl/,High Point Commons Apartments,608-602-4239,477 S High Point Rd,Madison,WI,53719,West Madison,1987.0,288,2,west madison apartments,4.3,21.0,7633CC,2,2.0,1750.0,970,2025-11-08
wrvv8zl,https://www.apartments.com/high-point-commons-apartments-madison-wi/wrvv8zl/,High Point Commons Apartments,608-602-4239,477 S High Point Rd,Madison,WI,53719,West Madison,1987.0,288,2,west madison apartments,4.3,21.0,7701RA,2,1.0,1650.0,950,2025-11-08
wrvv8zl,https://www.apartments.com/high-point-commons-apartments-madison-wi/wrvv8zl/,High Point Commons Apartments,608-602-4239,477 S High Point Rd,Madison,WI,53719,West Madison,1987.0,288,2,west madison apartments,4.3,21.0,584DA,2,1.0,1695.0,950,2025-11-08
wrvv8zl,https://www.apartments.com/high-point-commons-apartments-madison-wi/wrvv8zl/,High Point Commons Apartments,608-602-4239,477 S High Point Rd,Madison,WI,53719,West Madison,1987.0,288,2,west madison apartments,4.3,21.0,7765RB,2,1.0,1700.0,950,2025-11-08
wrvv8zl,https://www.apartments.com/high-point-commons-apartments-madison-wi/wrvv8zl/,High Point Commons Apartments,608-602-4239,477 S High Point Rd,Madison,WI,53719,West Madison,1987.0,288,2,west madison apartments,4.3,21.0,7549CD,2,1.0,1745.0,1070,2025-11-08
ytg0mzr,https://www.apartments.com/the-eastern-madison-wi/ytg0mzr/,The Eastern,608-688-9158,1868 E Washington Ave,Madison,WI,53704,Emerson East,2022.0,289,5,galway companies,4.8,7.0,627,1,1.0,2425.0,714,2025-11-08
ytg0mzr,https://www.apartments.com/the-eastern-madison-wi/ytg0mzr/,The Eastern,608-688-9158,1868 E Washington Ave,Madison,WI,53704,Emerson East,2022.0,289,5,galway companies,4.8,7.0,328,1,1.0,1980.0,769,
z3zty8x,https://www.apartments.com/middleton-center-middleton-wi/z3zty8x/,Middleton Center,608-602-4353,7611 Elmwood Ave,Middleton,WI,53562,Downtown Middleton,2017.0,224,5,t wall enterprises mgt llc,5.0,,D213,0,1.0,1499.0,561,2025-11-08
z3zty8x,https://www.apartments.com/middleton-center-middleton-wi/z3zty8x/,Middleton Center,608-602-4353,7611 Elmwood Ave,Middleton,WI,53562,Downtown Middleton,2017.0,224,5,t wall enterprises mgt llc,5.0,,B307,0,1.0,1499.0,551,2025-11-08
z3zty8x,https://www.apartments.com/middleton-center-middleton-wi/z3zty8x/,Middleton Center,608-602-4353,7611 Elmwood Ave,Middleton,WI,53562,Downtown Middleton,2017.0,224,5,t wall enterprises mgt llc,5.0,,G313,0,1.0,1499.0,591,2025-11-08
z3zty8x,https://www.apartments.com/middleton-center-middleton-wi/z3zty8x/,Middleton Center,608-602-4353,7611 Elmwood Ave,Middleton,WI,53562,Downtown Middleton,2017.0,224,5,t wall enterprises mgt llc,5.0,,F321,0,1.0,1499.0,579,2025-11-08
z3zty8x,https://www.apartments.com/middleton-center-middleton-wi/z3zty8x/,Middleton Center,608-602-4353,7611 Elmwood Ave,Middleton,WI,53562,Downtown Middleton,2017.0,224,5,t wall enterprises mgt llc,5.0,,F313,0,1.0,1499.0,579,2025-11-08
z3zty8x,https://www.apartments.com/middleton-center-middleton-wi/z3zty8x/,Middleton Center,608-602-4353,7611 Elmwood Ave,Middleton,WI,53562,Downtown Middleton,2017.0,224,5,t wall enterprises mgt llc,5.0,,B406,1,1.0,1741.0,877,2025-11-08
z3zty8x,https://www.apartments.com/middleton-center-middleton-wi/z3zty8x/,Middleton Center,608-602-4353,7611 Elmwood Ave,Middleton,WI,53562,Downtown Middleton,2017.0,224,5,t wall enterprises mgt llc,5.0,,C305,1,1.0,1799.0,796,2025-11-08
z3zty8x,https://www.apartments.com/middleton-center-middleton-wi/z3zty8x/,Middleton Center,608-602-4353,7611 Elmwood Ave,Middleton,WI,53562,Downtown Middleton,2017.0,224,5,t wall enterprises mgt llc,5.0,,C404,1,1.0,1999.0,906,2025-11-08
z3zty8x,https://www.apartments.com/middleton-center-middleton-wi/z3zty8x/,Middleton Center,608-602-4353,7611 Elmwood Ave,Middleton,WI,53562,Downtown Middleton,2017.0,224,5,t wall enterprises mgt llc,5.0,,C304,1,1.0,2165.0,906,2025-11-08
z3zty8x,https://www.apartments.com/middleton-center-middleton-wi/z3zty8x/,Middleton Center,608-602-4353,7611 Elmwood Ave,Middleton,WI,53562,Downtown Middleton,2017.0,224,5,t wall enterprises mgt llc,5.0,,C303,1,1.0,2588.0,771,2025-11-08
z3zty8x,https://www.apartments.com/middleton-center-middleton-wi/z3zty8x/,Middleton Center,608-602-4353,7611 Elmwood Ave,Middleton,WI,53562,Downtown Middleton,2017.0,224,5,t wall enterprises mgt llc,5.0,,F223,2,2.0,2299.0,1150,2025-11-08
z3zty8x,https://www.apartments.com/middleton-center-middleton-wi/z3zty8x/,Middleton Center,608-602-4353,7611 Elmwood Ave,Middleton,WI,53562,Downtown Middleton,2017.0,224,5,t wall enterprises mgt llc,5.0,,D401,2,2.0,2599.0,1136,2025-11-08
z3zty8x,https://www.apartments.com/middleton-center-middleton-wi/z3zty8x/,Middleton Center,608-602-4353,7611 Elmwood Ave,Middleton,WI,53562,Downtown Middleton,2017.0,224,5,t wall enterprises mgt llc,5.0,,C212,2,2.0,2599.0,1300,2025-11-08
z3zty8x,https://www.apartments.com/middleton-center-middleton-wi/z3zty8x/,Middleton Center,608-602-4353,7611 Elmwood Ave,Middleton,WI,53562,Downtown Middleton,2017.0,224,5,t wall enterprises mgt llc,5.0,,C412,2,2.0,2850.0,1300,2025-11-08
z3zty8x,https://www.apartments.com/middleton-center-middleton-wi/z3zty8x/,Middleton Center,608-602-4353,7611 Elmwood Ave,Middleton,WI,53562,Downtown Middleton,2017.0,224,5,t wall enterprises mgt llc,5.0,,B221,2,2.0,2599.0,1170,2025-11-08
z3zty8x,https://www.apartments.com/middleton-center-middleton-wi/z3zty8x/,Middleton Center,608-602-4353,7611 Elmwood Ave,Middleton,WI,53562,Downtown Middleton,2017.0,224,5,t wall enterprises mgt llc,5.0,,G224,2,2.0,2925.0,1215,2025-11-08
z3zty8x,https://www.apartments.com/middleton-center-middleton-wi/z3zty8x/,Middleton Center,608-602-4353,7611 Elmwood Ave,Middleton,WI,53562,Downtown Middleton,2017.0,224,5,t wall enterprises mgt llc,5.0,,F211,2,2.0,2897.0,1213,
28csl98,https://www.apartments.com/esker-apartments-madison-wi/28csl98/,Esker Apartments,608-909-6085,2850 Bedrock Ln,Madison,WI,53719,West Madison,2021.0,202,3,tr mckenzie inc,3.9,4.0,10-108,0,1.0,1450.0,542,2025-11-08
28csl98,https://www.apartments.com/esker-apartments-madison-wi/28csl98/,Esker Apartments,608-909-6085,2850 Bedrock Ln,Madison,WI,53719,West Madison,2021.0,202,3,tr mckenzie inc,3.9,4.0,10-209,1,1.0,1650.0,868,2025-11-08
28csl98,https://www.apartments.com/esker-apartments-madison-wi/28csl98/,Esker Apartments,608-909-6085,2850 Bedrock Ln,Madison,WI,53719,West Madison,2021.0,202,3,tr mckenzie inc,3.9,4.0,10-306,2,2.0,1948.0,1287,2025-11-08
28csl98,https://www.apartments.com/esker-apartments-madison-wi/28csl98/,Esker Apartments,608-909-6085,2850 Bedrock Ln,Madison,WI,53719,West Madison,2021.0,202,3,tr mckenzie inc,3.9,4.0,18-114,2,2.0,1971.0,1112,2025-11-08
28csl98,https://www.apartments.com/esker-apartments-madison-wi/28csl98/,Esker Apartments,608-909-6085,2850 Bedrock Ln,Madison,WI,53719,West Madison,2021.0,202,3,tr mckenzie inc,3.9,4.0,10-120,2,2.0,1971.0,1098,2025-11-08
28csl98,https://www.apartments.com/esker-apartments-madison-wi/28csl98/,Esker Apartments,608-909-6085,2850 Bedrock Ln,Madison,WI,53719,West Madison,2021.0,202,3,tr mckenzie inc,3.9,4.0,2850-228,2,2.0,1971.0,1121,2025-11-08
28csl98,https://www.apartments.com/esker-apartments-madison-wi/28csl98/,Esker Apartments,608-909-6085,2850 Bedrock Ln,Madison,WI,53719,West Madison,2021.0,202,3,tr mckenzie inc,3.9,4.0,2-102,2,2.0,1971.0,1095,2025-11-08
28csl98,https://www.apartments.com/esker-apartments-madison-wi/28csl98/,Esker Apartments,608-909-6085,2850 Bedrock Ln,Madison,WI,53719,West Madison,2021.0,202,3,tr mckenzie inc,3.9,4.0,2850-220,2,2.0,1971.0,1061,2025-11-08
28csl98,https://www.apartments.com/esker-apartments-madison-wi/28csl98/,Esker Apartments,608-909-6085,2850 Bedrock Ln,Madison,WI,53719,West Madison,2021.0,202,3,tr mckenzie inc,3.9,4.0,2850-323,2,2.0,2150.0,1275,2025-11-08
28csl98,https://www.apartments.com/esker-apartments-madison-wi/28csl98/,Esker Apartments,608-909-6085,2850 Bedrock Ln,Madison,WI,53719,West Madison,2021.0,202,3,tr mckenzie inc,3.9,4.0,2850-219,2,2.0,1990.0,1061,2025-11-08
28csl98,https://www.apartments.com/esker-apartments-madison-wi/28csl98/,Esker Apartments,608-909-6085,2850 Bedrock Ln,Madison,WI,53719,West Madison,2021.0,202,3,tr mckenzie inc,3.9,4.0,10-118,2,2.0,1990.0,1123,2025-11-08
28csl98,https://www.apartments.com/esker-apartments-madison-wi/28csl98/,Esker Apartments,608-909-6085,2850 Bedrock Ln,Madison,WI,53719,West Madison,2021.0,202,3,tr mckenzie inc,3.9,4.0,2850-319,2,2.0,2010.0,1061,2025-11-08
28csl98,https://www.apartments.com/esker-apartments-madison-wi/28csl98/,Esker Apartments,608-909-6085,2850 Bedrock Ln,Madison,WI,53719,West Madison,2021.0,202,3,tr mckenzie inc,3.9,4.0,2831,2,2.0,2498.0,1214,2025-11-08
28csl98,https://www.apartments.com/esker-apartments-madison-wi/28csl98/,Esker Apartments,608-909-6085,2850 Bedrock Ln,Madison,WI,53719,West Madison,2021.0,202,3,tr mckenzie inc,3.9,4.0,2813,2,2.0,2448.0,1300,2025-11-08
28csl98,https://www.apartments.com/esker-apartments-madison-wi/28csl98/,Esker Apartments,608-909-6085,2850 Bedrock Ln,Madison,WI,53719,West Madison,2021.0,202,3,tr mckenzie inc,3.9,4.0,2833,2,2.0,2448.0,1300,2025-11-08
28csl98,https://www.apartments.com/esker-apartments-madison-wi/28csl98/,Esker Apartments,608-909-6085,2850 Bedrock Ln,Madison,WI,53719,West Madison,2021.0,202,3,tr mckenzie inc,3.9,4.0,7811,3,2.5,2990.0,1496,2025-11-08
28csl98,https://www.apartments.com/esker-apartments-madison-wi/28csl98/,Esker Apartments,608-909-6085,2850 Bedrock Ln,Madison,WI,53719,West Madison,2021.0,202,3,tr mckenzie inc,3.9,4.0,7809,3,2.5,2990.0,1506,2025-11-08
28csl98,https://www.apartments.com/esker-apartments-madison-wi/28csl98/,Esker Apartments,608-909-6085,2850 Bedrock Ln,Madison,WI,53719,West Madison,2021.0,202,3,tr mckenzie inc,3.9,4.0,7803,3,2.5,2990.0,1514,2025-11-08
96m52k7,https://www.apartments.com/eo-madison-yards-madison-wi/96m52k7/,EO Madison Yards,608-602-7520,4702 Madison Yards Way,Madison,WI,53705,West Madison,2023.0,273,16,village green,5.0,,1423,0,1.0,2050.0,548,2025-11-16
96m52k7,https://www.apartments.com/eo-madison-yards-madison-wi/96m52k7/,EO Madison Yards,608-602-7520,4702 Madison Yards Way,Madison,WI,53705,West Madison,2023.0,273,16,village green,5.0,,0215,1,1.0,1707.0,699,2025-11-08
96m52k7,https://www.apartments.com/eo-madison-yards-madison-wi/96m52k7/,EO Madison Yards,608-602-7520,4702 Madison Yards Way,Madison,WI,53705,West Madison,2023.0,273,16,village green,5.0,,0515,1,1.0,1781.0,804,2025-11-08
96m52k7,https://www.apartments.com/eo-madison-yards-madison-wi/96m52k7/,EO Madison Yards,608-602-7520,4702 Madison Yards Way,Madison,WI,53705,West Madison,2023.0,273,16,village green,5.0,,1008,1,1.0,2011.0,728,2025-11-08
96m52k7,https://www.apartments.com/eo-madison-yards-madison-wi/96m52k7/,EO Madison Yards,608-602-7520,4702 Madison Yards Way,Madison,WI,53705,West Madison,2023.0,273,16,village green,5.0,,0108,1,1.0,2045.0,728,2025-11-21
96m52k7,https://www.apartments.com/eo-madison-yards-madison-wi/96m52k7/,EO Madison Yards,608-602-7520,4702 Madison Yards Way,Madison,WI,53705,West Madison,2023.0,273,16,village green,5.0,,0219,1,1.0,1838.0,765,2025-11-08
96m52k7,https://www.apartments.com/eo-madison-yards-madison-wi/96m52k7/,EO Madison Yards,608-602-7520,4702 Madison Yards Way,Madison,WI,53705,West Madison,2023.0,273,16,village green,5.0,,0413,1,1.0,2000.0,848,2025-11-08
96m52k7,https://www.apartments.com/eo-madison-yards-madison-wi/96m52k7/,EO Madison Yards,608-602-7520,4702 Madison Yards Way,Madison,WI,53705,West Madison,2023.0,273,16,village green,5.0,,1313,1,1.0,2500.0,848,2025-11-08
96m52k7,https://www.apartments.com/eo-madison-yards-madison-wi/96m52k7/,EO Madison Yards,608-602-7520,4702 Madison Yards Way,Madison,WI,53705,West Madison,2023.0,273,16,village green,5.0,,0014,1,1.0,2057.0,872,2025-11-08
96m52k7,https://www.apartments.com/eo-madison-yards-madison-wi/96m52k7/,EO Madison Yards,608-602-7520,4702 Madison Yards Way,Madison,WI,53705,West Madison,2023.0,273,16,village green,5.0,,0016,1,1.0,2140.0,918,2025-11-08
96m52k7,https://www.apartments.com/eo-madison-yards-madison-wi/96m52k7/,EO Madison Yards,608-602-7520,4702 Madison Yards Way,Madison,WI,53705,West Madison,2023.0,273,16,village green,5.0,,0221,2,2.0,2507.0,966,2025-11-08
96m52k7,https://www.apartments.com/eo-madison-yards-madison-wi/96m52k7/,EO Madison Yards,608-602-7520,4702 Madison Yards Way,Madison,WI,53705,West Madison,2023.0,273,16,village green,5.0,,0303,2,2.0,2652.0,1028,2025-11-08
96m52k7,https://www.apartments.com/eo-madison-yards-madison-wi/96m52k7/,EO Madison Yards,608-602-7520,4702 Madison Yards Way,Madison,WI,53705,West Madison,2023.0,273,16,village green,5.0,,0403,2,2.0,2660.0,1028,2025-11-08
96m52k7,https://www.apartments.com/eo-madison-yards-madison-wi/96m52k7/,EO Madison Yards,608-602-7520,4702 Madison Yards Way,Madison,WI,53705,West Madison,2023.0,273,16,village green,5.0,,1503,2,2.0,3235.0,1028,2025-11-08
96m52k7,https://www.apartments.com/eo-madison-yards-madison-wi/96m52k7/,EO Madison Yards,608-602-7520,4702 Madison Yards Way,Madison,WI,53705,West Madison,2023.0,273,16,village green,5.0,,0401,2,2.0,2744.0,1077,2025-11-08
96m52k7,https://www.apartments.com/eo-madison-yards-madison-wi/96m52k7/,EO Madison Yards,608-602-7520,4702 Madison Yards Way,Madison,WI,53705,West Madison,2023.0,273,16,village green,5.0,,0701,2,2.0,2770.0,1077,2025-11-08
96m52k7,https://www.apartments.com/eo-madison-yards-madison-wi/96m52k7/,EO Madison Yards,608-602-7520,4702 Madison Yards Way,Madison,WI,53705,West Madison,2023.0,273,16,village green,5.0,,0801,2,2.0,2779.0,1077,2025-11-08
96m52k7,https://www.apartments.com/eo-madison-yards-madison-wi/96m52k7/,EO Madison Yards,608-602-7520,4702 Madison Yards Way,Madison,WI,53705,West Madison,2023.0,273,16,village green,5.0,,0901,2,2.0,2796.0,1077,2025-11-08
96m52k7,https://www.apartments.com/eo-madison-yards-madison-wi/96m52k7/,EO Madison Yards,608-602-7520,4702 Madison Yards Way,Madison,WI,53705,West Madison,2023.0,273,16,village green,5.0,,0321,2,2.0,2757.0,1082,2025-11-08
96m52k7,https://www.apartments.com/eo-madison-yards-madison-wi/96m52k7/,EO Madison Yards,608-602-7520,4702 Madison Yards Way,Madison,WI,53705,West Madison,2023.0,273,16,village green,5.0,,0721,2,2.0,2962.0,1082,2025-11-08
96m52k7,https://www.apartments.com/eo-madison-yards-madison-wi/96m52k7/,EO Madison Yards,608-602-7520,4702 Madison Yards Way,Madison,WI,53705,West Madison,2023.0,273,16,village green,5.0,,1021,2,2.0,3006.0,1082,2025-11-08
96m52k7,https://www.apartments.com/eo-madison-yards-madison-wi/96m52k7/,EO Madison Yards,608-602-7520,4702 Madison Yards Way,Madison,WI,53705,West Madison,2023.0,273,16,village green,5.0,,1221,2,2.0,3475.0,1082,2025-11-21
96m52k7,https://www.apartments.com/eo-madison-yards-madison-wi/96m52k7/,EO Madison Yards,608-602-7520,4702 Madison Yards Way,Madison,WI,53705,West Madison,2023.0,273,16,village green,5.0,,1302,2,2.0,2809.0,1033,2025-11-08
96m52k7,https://www.apartments.com/eo-madison-yards-madison-wi/96m52k7/,EO Madison Yards,608-602-7520,4702 Madison Yards Way,Madison,WI,53705,West Madison,2023.0,273,16,village green,5.0,,0300,2,2.0,2932.0,1137,2025-11-08
96m52k7,https://www.apartments.com/eo-madison-yards-madison-wi/96m52k7/,EO Madison Yards,608-602-7520,4702 Madison Yards Way,Madison,WI,53705,West Madison,2023.0,273,16,village green,5.0,,0400,2,2.0,2940.0,1137,2025-11-08
96m52k7,https://www.apartments.com/eo-madison-yards-madison-wi/96m52k7/,EO Madison Yards,608-602-7520,4702 Madison Yards Way,Madison,WI,53705,West Madison,2023.0,273,16,village green,5.0,,0800,2,2.0,3006.0,1137,2025-11-08
96m52k7,https://www.apartments.com/eo-madison-yards-madison-wi/96m52k7/,EO Madison Yards,608-602-7520,4702 Madison Yards Way,Madison,WI,53705,West Madison,2023.0,273,16,village green,5.0,,0201,2,2.0,2945.0,1119,2025-11-08
gfs5l7x,https://www.apartments.com/starkweather-place-madison-wi/gfs5l7x/,Starkweather Place,608-422-4032,215 N Fair Oaks Ave,Madison,WI,53714,East Madison,2024.0,112,4,stone house development inc,3.0,,322,0,1.0,1475.0,497,2025-11-08
